[09:24:00	]doctor sex has connected.
[12:07:55	]Kamil Çöpçü used command '/PM albert doktor?'.
[12:08:06	]Smith Murphy used command '/CharFallOver'.
[12:08:07	]Albert Black used command '/PM kamil olurumda aslında ama ana karakterim bu'.
[12:08:21	]Albert Black used command '/PM kamil ana karakterime zarar vermek istemem bu yüzden düzgün rol yapamam o karakterde'.
[12:08:22	][IC] Kamil Çöpçü: Aaaaaaagh!
[12:08:31	]C24:i5.UNION-11 has gone afk.
[12:08:31	]Ford Noyer ran 'take' on item 'Bitki Saksısı' (#14521)
[12:08:31	]Ford Noyer has gained a 'Bitki Saksısı' #14521.
[12:08:34	]Kamil Çöpçü used command '/PM albert diğer karakter diyom'.
[12:08:42	]Ford Noyer ran 'drop' on item 'Bitki Saksısı' (#14521)
[12:08:42	]Ford Noyer has lost a 'Bitki Saksısı' #14521.
[12:08:44	]Smith Murphy was knocked unconscious and is bleeding out.
[12:08:50	]Ford Noyer ran 'take' on item 'Group Lock' (#16820)
[12:08:50	]Ford Noyer has gained a 'Group Lock' #16820.
[12:08:51	]Smith Murphy was killed while bleeding out.
[12:08:51	]ix_forcefield has killed Smith Murphy with ix_forcefield.
[12:08:51	]Smith Murphy has dropped: Kahverengi Deri Çizme (#21078); Boş Breen'in Suyu (#22436); Sigara (#22060); Siyah Tulum (#21076); Spoiled Yapay Macun (#21091); Siyah tulum pantolonu (#21077); Açık Gri Kol Bandı (#21074); 1x 15 Kredi Kuponu (#21093); Boş Kupa (#22394);
[12:08:57	]Ford Noyer ran 'take' on item 'Buzdolabı Kapağı' (#14767)
[12:08:57	]Ford Noyer has gained a 'Buzdolabı Kapağı' #14767.
[12:08:58	]Albert Black used command '/PM kamil ben araştırmalarıma bu karakterle devam edeceğim'.
[12:09:04	][IC] Kamil Çöpçü: Adam neden öldü la.
[12:09:10	][IC] Kamil Çöpçü: !brin smith.
[12:09:12	]Kamil Çöpçü ran SAM command 'bring' with arguments: 'smith'
[12:09:16	][IC] Kamil Çöpçü: Sen neyden öldün la.
[12:09:20	]Ford Noyer ran 'take' on item 'Eldivenler' (#15966)
[12:09:20	]Ford Noyer has gained a 'Eldivenler' #15966.
[12:09:20	]Albert Black has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[12:09:20	]Albert Black has gained a 'Plastik Çöp' #22552.
[12:09:24	]Albert Black has gained level 10 in the Zanaatkarlık skill.
[12:09:24	]Albert Black has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[12:09:26	]Smith Murphy opened the 'Dropped Items' #3001 container.
[12:09:26	]Smith Murphy closed the 'Dropped Items' #3001 container.
[12:09:27	]Albert Black has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 10 experience in crafting.
[12:09:27	]Smith Murphy opened the 'Dropped Items' #3001 container.
[12:09:27	]Smith Murphy closed the 'Dropped Items' #3001 container.
[12:09:29	]Smith Murphy opened the 'Dropped Items' #3001 container.
[12:09:31	]Smith Murphy has gained a 'Siyah tulum pantolonu' #21077 from a container with the name 'Dropped Items' #3001.
[12:09:32	]Smith Murphy has gained a 'Kahverengi Deri Çizme' #21078 from a container with the name 'Dropped Items' #3001.
[12:09:33	]Smith Murphy has gained a 'Siyah Tulum' #21076 from a container with the name 'Dropped Items' #3001.
[12:09:34	]Smith Murphy has gained a 'Boş Breen'in Suyu' #22436 from a container with the name 'Dropped Items' #3001.
[12:09:35	]Smith Murphy has gained a 'Sigara' #22060 from a container with the name 'Dropped Items' #3001.
[12:09:36	]Smith Murphy has gained a 'Açık Gri Kol Bandı' #21074 from a container with the name 'Dropped Items' #3001.
[12:09:37	]John Freeman opened the 'Medium File Cabinet' #2864 container.
[12:09:37	]Smith Murphy has gained a 'Boş Kupa' #22394 from a container with the name 'Dropped Items' #3001.
[12:09:37	]John Freeman closed the 'Medium File Cabinet' #2864 container.
[12:09:38	]Smith Murphy has gained a '15 Kredi Kuponu' #21093 from a container with the name 'Dropped Items' #3001.
[12:09:39	]Kamil Çöpçü used command '/PM albert neyse başvuru at yine bakarız'.
[12:09:39	]Smith Murphy has gained a 'Spoiled Yapay Macun' #21091 from a container with the name 'Dropped Items' #3001.
[12:09:42	]Smith Murphy closed the 'Dropped Items' #3001 container.
[12:09:47	]Ford Noyer has spawned 'models/props_c17/furnituretable002a.mdl'.
[12:09:48	][IC] Smith Murphy: Kapıya öldüm.
[12:09:53	]Albert Black used command '/PM kamil yok'.
[12:09:58	]Kamil Çöpçü used command '/PM albert neden'.
[12:10:01	]Ford Noyer has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[12:10:11	]Albert Black used command '/PM kamil ana karakterim evrensel birlik karşıtı'.
[12:10:13	]Ford Noyer has spawned 'models/props_wasteland/kitchen_counter001b.mdl'.
[12:10:19	]Ford Noyer has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[12:10:21	]Kamil Çöpçü used command '/PM albert NASIL GELCEN O ZAMAN SMAB'EEEE'.
[12:10:24	]Kamil Çöpçü entered observer.
[12:10:26	]Ford Noyer has enabled persistence for 'models/props_wasteland/controlroom_desk001b.mdl'.
[12:10:26	]Ford Noyer has used a context menu option with the name: persist
[12:10:34	]Albert Black used command '/PM kamil o karakterde araştırma yapmam evrensel birliğe yarar katar bu da ana karakterime zara'.
[12:10:41	]Albert Black used command '/PM kamil bu yüzden sağlıklı rol yapamam'.
[12:10:48	]Kamil Çöpçü used command '/PM albert o zmn başka karakter?????!?!?!?!'.
[12:10:50	]Ford Noyer has spawned 'models/props_combine/breenbust.mdl'.
[12:10:56	]Albert Black used command '/PM kamil anlamıyor musun'.
[12:11:15	]Albert Black used command '/PM kamil bekle'.
[12:11:22	]Albert Black used command '/PM kamil bu karakterle başvuru atabilir miyim?'.
[12:11:25	]Kamil Çöpçü used command '/PM albert aga diyon ki ana karakterde araştırma yapamam ana karakterime zarar verir diyorsun yan karakterde ne anlamıyom'.
[12:11:26	]Ford Noyer has spawned 'models/props_lab/cactus.mdl'.
[12:11:29	]Ford Noyer has spawned 'models/props_lab/chess.mdl'.
[12:11:40	]Albert Black used command '/PM kamil bu karakterle katılabiliyor muyum?'.
[12:11:51	]Kamil Çöpçü used command '/PM albert evet'.
[12:11:57	]Kamil Çöpçü used command '/PM albert ama dur bi dk'.
[12:11:59	]Albert Black used command '/PM kamil tamamdır o zaman'.
[12:12:06	]Albert Black opened the 'Enfekte Kontrolü Konteyneri' #2981 container.
[12:12:09	]Albert Black has gained a 'Araç Kiti' #22527 from a container with the name 'Enfekte Kontrolü Konteyneri' #2981.
[12:12:10	]Ford Noyer has used a context menu option with the name: remove
[12:12:10	]Albert Black closed the 'Enfekte Kontrolü Konteyneri' #2981 container.
[12:12:11	]C24:i5.UNION-11 is no longer afk. Total time spent AFK: 515
[12:12:11	]Kamil Çöpçü used command '/PM albert cpler sana kinlenmişse ana karakterin gidebilir'.
[12:12:21	]Ford Noyer has spawned 'models/props_lab/chess.mdl'.
[12:12:31	]John Freeman ran 'take' on item 'Kırık Klavye' (#15743)
[12:12:31	]John Freeman has gained a 'Kırık Klavye' #15743.
[12:12:34	]Ford Noyer ran 'ViewAlt' on item 'Bavul' (#16101)
[12:12:34	]John Freeman ran 'drop' on item 'Kırık Klavye' (#15743)
[12:12:34	]John Freeman has lost a 'Kırık Klavye' #15743.
[12:12:39	]Albert Black used command '/PM kamil hata yapmadığım sürece sıkıntı olmaz'.
[12:12:40	]C24:i5.UNION-11 exited observer at their location.
[12:12:41	]John Freeman ran 'take' on item 'Kırık Klavye' (#15743)
[12:12:41	]John Freeman has gained a 'Kırık Klavye' #15743.
[12:12:44	]John Freeman ran 'drop' on item 'Kırık Klavye' (#15743)
[12:12:44	]John Freeman has lost a 'Kırık Klavye' #15743.
[12:12:53	]Kamil Çöpçü used command '/PM albert tamaam başvuru at o zaman'.
[12:12:54	]C24:i5.UNION-11 entered observer.
[12:13:01	]Ford Noyer ran 'take' on item 'Cam kırıkları' (#21251)
[12:13:01	]Ford Noyer has gained a 'Cam kırıkları' #21251.
[12:13:02	]Albert Black used command '/PM kamil ıc halledeyim'.
[12:13:03	]Ford Noyer ran 'take' on item 'Elektronik devreler' (#15991)
[12:13:03	]Ford Noyer has gained a 'Elektronik devreler' #15991.
[12:13:04	]Ford Noyer ran 'take' on item 'Boş Şarap Şişesi' (#16603)
[12:13:04	]Ford Noyer has gained a 'Boş Şarap Şişesi' #16603.
[12:13:11	]John Freeman ran 'take' on item 'Bavul' (#16101)
[12:13:11	]John Freeman has gained a 'Bavul' #16101.
[12:13:16	]Ford Noyer opened the 'Refrigerator' #2531 container.
[12:13:17	]John Freeman ran 'drop' on item 'Bavul' (#16101)
[12:13:17	]John Freeman has lost a 'Bavul' #16101.
[12:13:17	]Kamil Çöpçü used command '/PM albert tamam şikayetini geri çek haa'.
[12:13:18	]John Freeman ran 'take' on item 'Bavul' (#16101)
[12:13:18	]John Freeman has gained a 'Bavul' #16101.
[12:13:22	]C24:i5.UNION-11 exited observer at their location.
[12:13:22	]C24:i5.UNION-11 entered observer.
[12:13:28	]Ford Noyer closed the 'Refrigerator' #2531 container.
[12:13:30	]John Freeman ran 'drop' on item 'Bavul' (#16101)
[12:13:30	]John Freeman has lost a 'Bavul' #16101.
[12:13:45	][IT] C24:i5.UNION-11: Arkada Komünist ve anonim bir müzik çalmakta
[12:13:50	]Kamil Çöpçü exited observer at their location.
[12:13:57	][IC] Kamil Çöpçü: Evladım.
[12:14:02	][IC] Kamil Çöpçü: Burda napıyon.
[12:14:07	][IC] Albert Black: Öyle işte.
[12:14:08	][IC] Kamil Çöpçü: Az daha düşüyodum.
[12:14:12	][IC] Kamil Çöpçü: Nasıl atlıyon ya.
[12:14:15	][LOOC] John Freeman: yazıyı senmi yazdın?
[12:14:17	][IC] Albert Black: Alıştık.
[12:14:22	][LOOC] Ford Noyer: ne yazısı
[12:14:27	][IT] C24:i5.UNION-11: Televizyonda doktor Breen'in öğütleri geçmektedir
[12:14:27	][Y] Kamil Çöpçü: YA ALLAH.
[12:14:33	][IC] Kamil Çöpçü: ÇOK AĞRIYOR.
[12:14:35	][IC] Kamil Çöpçü: Aaaaaaagh!
[12:14:39	][IC] Kamil Çöpçü: Yaralıyım.
[12:14:40	][IC] Albert Black: Evet.
[12:14:42	][IC] Albert Black: Yaralı gibisin.
[12:14:47	][IC] Kamil Çöpçü: Zenci birisi.
[12:14:50	]John Freeman used command '/ActStand 4'.
[12:14:51	][IC] Kamil Çöpçü: Bana sıktı.
[12:14:58	]John Freeman used command '/ExitAct'.
[12:14:59	][IC] Albert Black: Oww.
[12:15:03	]John Freeman opened the 'Medium File Cabinet' #2864 container.
[12:15:04	][IT] C24:i5.UNION-11: İşbirliği yapmak bizi başarıya götürecektir, yoldaşlar.
[12:15:04	][IC] Albert Black: Silahlı olan mı?
[12:15:08	]John Freeman ran 'split' on item 'Yapıştırıcı' (#21240)
[12:15:10	]John Freeman has gained a 'Yapıştırıcı' #22553 from a container with the name 'Medium File Cabinet' #2864.
[12:15:12	]John Freeman has gained a 'Elektronik devreler' #21140 from a container with the name 'Medium File Cabinet' #2864.
[12:15:14	][IC] Albert Black: Çok zor olmalı.
[12:15:16	][IC] Kamil Çöpçü: Yok boruyla daldılar 3-4 kişi.
[12:15:16	]John Freeman has gained a 'Bilgisayar Parçaları' #21314 from a container with the name 'Medium File Cabinet' #2864.
[12:15:17	]John Freeman has gained a 'Kırık Klavye' #21294 from a container with the name 'Medium File Cabinet' #2864.
[12:15:18	]John Freeman has gained a 'Bilgisayar Parçaları' #21298 from a container with the name 'Medium File Cabinet' #2864.
[12:15:19	]John Freeman closed the 'Medium File Cabinet' #2864 container.
[12:15:19	][IC] Albert Black: Hm.
[12:15:21	]John Freeman opened the 'Medium File Cabinet' #2864 container.
[12:15:23	][IC] Kamil Çöpçü: Son anda.
[12:15:23	]John Freeman ran 'combine' on item 'Elektronik devreler' (#21140)
[12:15:24	]John Freeman closed the 'Medium File Cabinet' #2864 container.
[12:15:24	][ME] Ford Noyer: televizyondaki breenin agzina dogru aletini sürter
[12:15:24	][IC] Albert Black: Dikkatlice yürü.
[12:15:25	]John Freeman opened the 'Medium File Cabinet' #2864 container.
[12:15:29	][IC] Albert Black: Güzel bir yer biliyorum.
[12:15:29	][IC] Kamil Çöpçü: Sana benzeyen birisi.
[12:15:29	]John Freeman ran 'split' on item 'Elektronik devreler' (#21140)
[12:15:29	]John Freeman has gained a 'Elektronik devreler' #22554.
[12:15:30	]John Freeman has transferred a 'Elektronik devreler' #21140 to a container with the name 'Medium File Cabinet' #2864.
[12:15:31	]John Freeman closed the 'Medium File Cabinet' #2864 container.
[12:15:31	][IT] C24:i5.UNION-11: Biraz sabır edersek, başarıya ve yıldızlara olan yolumuz kaydedilecektir
[12:15:33	][IC] Albert Black: Soldan.
[12:15:34	][IC] Kamil Çöpçü: Kurtardı.
[12:15:42	]John Freeman ran 'drop' on item 'Bilgisayar Parçaları' (#21314)
[12:15:42	]John Freeman has lost a 'Bilgisayar Parçaları' #21314.
[12:15:42	]John Freeman ran 'drop' on item 'Bilgisayar Parçaları' (#21298)
[12:15:42	]John Freeman has lost a 'Bilgisayar Parçaları' #21298.
[12:15:43	]John Freeman ran 'drop' on item 'Kırık Klavye' (#21294)
[12:15:43	]John Freeman has lost a 'Kırık Klavye' #21294.
[12:15:43	]Ford Noyer ran 'take' on item 'Bilgisayar Parçaları' (#21314)
[12:15:43	]Ford Noyer has gained a 'Bilgisayar Parçaları' #21314.
[12:15:44	]John Freeman ran 'drop' on item 'Elektronik devreler' (#22554)
[12:15:44	]John Freeman has lost a 'Elektronik devreler' #22554.
[12:15:45	]Ford Noyer ran 'take' on item 'Bilgisayar Parçaları' (#21298)
[12:15:45	]Ford Noyer has gained a 'Bilgisayar Parçaları' #21298.
[12:15:45	][IT] C24:i5.UNION-11: Şuan ki amacımız, içerdeki düşmanları yok etmektir
[12:15:45	]John Freeman ran 'drop' on item 'Yapıştırıcı' (#22553)
[12:15:45	]John Freeman has lost a 'Yapıştırıcı' #22553.
[12:15:46	]Ford Noyer ran 'take' on item 'Elektronik devreler' (#22554)
[12:15:46	]Ford Noyer has gained a 'Elektronik devreler' #22554.
[12:15:50	]Ford Noyer ran 'take' on item 'Kırık Klavye' (#21294)
[12:15:50	]Ford Noyer has gained a 'Kırık Klavye' #21294.
[12:15:50	]Kamil Çöpçü was knocked unconscious and is bleeding out.
[12:15:53	][IC] Albert Black: Güzel.
[12:15:54	]Ford Noyer ran 'take' on item 'Yapıştırıcı' (#22553)
[12:15:54	]Ford Noyer has gained a 'Yapıştırıcı' #22553.
[12:15:59	]Albert Black used command '/PM kamil bir sebebi vardı rdm değil'.
[12:16:06	]Kamil Çöpçü used command '/PM albert ney?'.
[12:16:08	][IT] C24:i5.UNION-11: Sivil İşçi Birliğine ve Sivil Koruma Bakanlığına çabalarından dolayı tebr-
[12:16:13	][IT] C24:i5.UNION-11: TV aniden kapanır
[12:16:17	]Kamil Çöpçü has dropped: Eskimiş Kahverengi Ayakkabı (#22495); Kırmızı Tulum (#22493); Boş Kavanoz (#22550); Siyah tulum pantolonu (#22494); Boş Breen'in Suyu (#22551); Açık Gri Kol Bandı (#22491); 1x 15 Kredi Kuponu (#22549);
[12:16:17	]Kamil Çöpçü was just killed due to: accepting their death
[12:16:20	]Kamil Çöpçü entered observer.
[12:16:34	]Kamil Çöpçü used command '/PM albert ney?'.
[12:16:35	]Kamil Çöpçü used command '/PM albert ney?'.
[12:16:38	]Albert Black used command '/PM kamil bekel'.
[12:16:48	]Albert Black opened the 'Dropped Items' #3002 container.
[12:16:50	]Kamil Çöpçü used command '/PM albert ney? söylee'.
[12:16:53	]Albert Black has gained a '15 Kredi Kuponu' #22549 from a container with the name 'Dropped Items' #3002.
[12:16:54	]Albert Black closed the 'Dropped Items' #3002 container.
[12:16:59	][IT] C24:i5.UNION-11: Doktor Breen heykeli bulunmakta
[12:16:59	]Albert Black opened the 'Dropped Items' #3002 container.
[12:17:02	]Albert Black has gained a 'Eskimiş Kahverengi Ayakkabı' #22495 from a container with the name 'Dropped Items' #3002.
[12:17:03	]Albert Black has gained a 'Siyah tulum pantolonu' #22494 from a container with the name 'Dropped Items' #3002.
[12:17:04	]Albert Black has gained a 'Kırmızı Tulum' #22493 from a container with the name 'Dropped Items' #3002.
[12:17:09	]Albert Black ran 'drop' on item 'Açık Gri Kol Bandı' (#22491)
[12:17:13	]Albert Black closed the 'Dropped Items' #3002 container.
[12:17:19	]John Freeman used command '/ActStand 5'.
[12:17:20	]C24:i5.UNION-11 exited observer at their location.
[12:17:21	]Kamil Çöpçü used command '/PM albert ney? söylee'.
[12:17:22	]Kamil Çöpçü used command '/PM albert ney? söylee'.
[12:17:26	][ME] Ford Noyer: atatürkün önünde ulu ata önder ata şarkısını söylemeye başlar
[12:17:31	]Albert Black used command '/PM kamil bekle güvenli yere geçiyorum'.
[12:17:40	]Revain loaded the character 'Frank Dogan'
[12:17:46	][LOOC] Ford Noyer: hangi emote
[12:17:48	][IC] C24:i5.UNION-11: <:: Hmph. ::>
[12:17:51	]Frank Dogan used command '/PM albert he'.
[12:17:53	]Ford Noyer used command '/ActStand 5'.
[12:17:56	]C24:i5.UNION-11 entered observer.
[12:17:59	]Frank Dogan entered observer.
[12:18:02	]Frank Dogan exited observer at their location.
[12:18:10	][ME] John Freeman: cebindeki elmayı kemirir
[12:18:12	]Albert Black ran 'drop' on item 'Kırmızı Tulum' (#22493)
[12:18:12	]Albert Black has lost a 'Kırmızı Tulum' #22493.
[12:18:16	]Ford Noyer used command '/ExitAct'.
[12:18:20	]John Freeman used command '/ExitAct'.
[12:18:21	]Smith Murphy has gone afk.
[12:18:27	]Frank Dogan entered observer.
[12:18:28	][IT] C24:i5.UNION-11: John geğirir
[12:18:33	]Albert Black ran 'drop' on item 'Siyah tulum pantolonu' (#22494)
[12:18:33	]Albert Black has lost a 'Siyah tulum pantolonu' #22494.
[12:18:33	]Frank Dogan used command '/PM albert he'.
[12:18:41	]Frank Dogan used command '/PM albert söylesene'.
[12:18:49	]Albert Black used command '/PM frank bekle'.
[12:18:53	]Victorian loaded the character 'C24:RCT.YELLO-76'
[12:18:57	]C24:RCT.YELLO-76 entered observer.
[12:19:01	]C24:RCT.YELLO-76 exited observer at their location.
[12:19:04	]John Freeman opened the 'Medium File Cabinet' #2864 container.
[12:19:06	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:19:07	]John Freeman has transferred a 'Araç Kiti' #20911 to a container with the name 'Medium File Cabinet' #2864.
[12:19:08	]John Freeman closed the 'Medium File Cabinet' #2864 container.
[12:19:22	]C24:RCT.YELLO-76 entered observer.
[12:19:24	]C24:RCT.YELLO-76 exited observer at their location.
[12:19:27	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[12:19:28	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:19:30	]Ford Noyer opened the 'Large Metal Cabinet' #2937 container.
[12:19:30	]C24:RCT.YELLO-76 used command '/Radio 10-8'.
[12:19:32	]C24:RCT.YELLO-76 entered observer.
[12:19:33	]Ford Noyer has transferred a 'Elektronik devreler' #22554 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:34	]John Freeman used command '/PM ford baltıc ete gidiom ben'.
[12:19:34	]Ford Noyer has transferred a 'Bilgisayar Parçaları' #21298 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:36	]C24:RCT.YELLO-76 exited observer at their location.
[12:19:40	]Ford Noyer has transferred a 'Bilgisayar Parçaları' #21314 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:42	]Ford Noyer has transferred a 'Yapıştırıcı' #22553 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:44	]Ford Noyer has transferred a 'Kırık Klavye' #21294 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:46	]Ford Noyer has transferred a 'Buzdolabı Kapağı' #14767 to a container with the name 'Large Metal Cabinet' #2937.
[12:19:48	]Ford Noyer ran 'combine' on item 'Elektronik devreler' (#22554)
[12:19:48	]Frank Dogan used command '/PM albert söyleseneeede'.
[12:19:51	]Ford Noyer ran 'combine' on item 'Elektronik devreler' (#20091)
[12:19:53	]Ford Noyer ran 'combine' on item 'Elektronik devreler' (#22554)
[12:19:57	]Ford Noyer has transferred a 'Group Lock' #16820 to a container with the name 'Large Metal Cabinet' #2937.
[12:20:00	]Ford Noyer has transferred a 'Boş Şarap Şişesi' #16603 to a container with the name 'Large Metal Cabinet' #2937.
[12:20:02	]Albert Black used command '/PM frank 1-beni görmemen gerek bir yerde gördün'.
[12:20:02	]Ford Noyer ran 'combine' on item 'Cam kırıkları' (#21498)
[12:20:04	]Ford Noyer has transferred a 'Eldivenler' #15966 to a container with the name 'Large Metal Cabinet' #2937.
[12:20:06	]Ford Noyer has transferred a 'Boş Breen'in Suyu' #22546 to a container with the name 'Large Metal Cabinet' #2937.
[12:20:07	]Ford Noyer has transferred a 'Boş Breen'in Suyu' #22545 to a container with the name 'Large Metal Cabinet' #2937.
[12:20:08	]Ford Noyer closed the 'Large Metal Cabinet' #2937 container.
[12:20:09	]Ford Noyer entered observer.
[12:20:17	][IC] C24:RCT.YELLO-76: <:: Soruşturma devam ediyor, dedektifler hala araştırma içerisinde. ::>
[12:20:18	]Ford Noyer exited observer at their location.
[12:20:25	]Albert Black used command '/PM frank 2-yaşlısın ve yaralısın yani işe yaramazsın'.
[12:20:27	]Frank Dogan used command '/PM albert o zaman bende seni beni görmemeliydin diye öldüreyimmi'.
[12:20:29	]C24:RCT.YELLO-76 used command '/ExitAct'.
[12:20:33	]Frank Dogan used command '/PM albert yok öyle şey'.
[12:20:39	]Ford Noyer has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[12:20:44	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:20:46	]Albert Black used command '/PM frank üstündeki kıyafetler için'.
[12:20:49	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:20:51	]Albert Black used command '/PM frank depoda kıyafet yok'.
[12:20:52	]Ford Noyer ran 'Open' on item 'Rasyon' (#22555)
[12:20:52	]Ford Noyer has gained a 'Yapay Macun' #22556.
[12:20:52	]Ford Noyer has gained a 'Breen'in Suyu' #22557.
[12:20:52	]Ford Noyer has gained a '15 Kredi Kuponu' #22558.
[12:20:55	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:21:03	]Ford Noyer ran 'Use' on item '15 Kredi Kuponu' (#22558)
[12:21:04	]Frank Dogan used command '/PM albert taam o zaman benimde kıyafetim yok öldürmeye geliyorum'.
[12:21:05	]C24:RCT.YELLO-76 used command '/ActStand 4'.
[12:21:05	]Ford Noyer has used a coupon at a ration dispenser, gaining 15 credits.
[12:21:06	]John Freeman ran 'take' on item 'Elma' (#20438)
[12:21:06	]John Freeman has gained a 'Elma' #20438.
[12:21:08	]John Freeman ran 'drop' on item 'Elma' (#20438)
[12:21:08	]John Freeman has lost a 'Elma' #20438.
[12:21:22	]Frank Dogan has used a context menu option with the name: ixpropviewowner
[12:21:26	]C24:RCT.YELLO-76 entered observer.
[12:21:36	]Albert Black used command '/PM frank kimse senin öldüğünden beni sorumlu tutamaz kendin düşmüşte olabilirsin.'.
[12:21:49	]Frank Dogan used command '/PM albert sen ittin'.
[12:21:51	]C24:RCT.YELLO-76 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[12:22:03	]Albert Black used command '/PM frank kimse benim ittiğimi bilemez işte ıc de'.
[12:22:04	]C24:RCT.YELLO-76 ran 'take' on item 'Sivil Koruma Rasyonu' (#22559)
[12:22:04	]C24:RCT.YELLO-76 has gained a 'Sivil Koruma Rasyonu' #22559.
[12:22:10	]C24:RCT.YELLO-76 ran 'Open' on item 'Sivil Koruma Rasyonu' (#22559)
[12:22:10	]C24:RCT.YELLO-76 has gained a 'Metropolice Takviyeleri' #22560.
[12:22:10	]C24:RCT.YELLO-76 has gained a 'Soda Bob Brawn' #22561.
[12:22:10	]C24:RCT.YELLO-76 has gained a '20 Kredi Kuponu' #22562.
[12:22:11	]Albert Black used command '/PM frank birde açlık ve susuzluk şuan 0'.
[12:22:11	]C24:RCT.YELLO-76 ran 'Use' on item '20 Kredi Kuponu' (#22562)
[12:22:15	]Frank Dogan used command '/PM albert bende adminim agam rdm yaptıgından sana warn atabilirim'.
[12:22:24	]Albert Black used command '/PM frank rdm değil'.
[12:22:28	]Frank Dogan used command '/PM albert bende adminim agam rdm yaptıgından sana warn atabilirim'.
[12:22:35	]Frank Dogan exited observer at their location.
[12:22:36	]C24:RCT.YELLO-76 exited observer at their location.
[12:22:36	]Albert Black used command '/PM frank rdm değil'.
[12:22:38	]Frank Dogan used command '/PM albert bende adminim agam rdm yaptıgından sana warn atabilirim'.
[12:22:39	]C24:RCT.YELLO-76 ran 'Use' on item '20 Kredi Kuponu' (#22562)
[12:22:41	]C24:RCT.YELLO-76 has used a coupon at a ration dispenser, gaining 20 credits.
[12:22:41	]John Freeman ran 'take' on item 'Elma' (#20438)
[12:22:41	]John Freeman has gained a 'Elma' #20438.
[12:22:43	]Frank Dogan used command '/ActSit'.
[12:22:45	]Frank Dogan used command '/ExitAct'.
[12:22:47	]Frank Dogan used command '/ActSit'.
[12:22:55	]Frank Dogan used command '/ExitAct'.
[12:22:55	]Frank Dogan entered observer.
[12:23:09	]Albert Black used command '/PM frank rdm yapmadığımdan atamazsın'.
[12:23:15	]C24:RCT.YELLO-76 entered observer.
[12:23:16	]Frank Dogan used command '/PM albert rdm'.
[12:23:22	]C24:RCT.YELLO-76 exited observer at their location.
[12:23:23	]Frank Dogan ran 'Equip' on item 'USP-45' (#21997)
[12:23:36	]Ford Noyer ran 'take' on item 'Boş Kavanoz' (#22536)
[12:23:36	]Ford Noyer has gained a 'Boş Kavanoz' #22536.
[12:23:50	]Frank Dogan ran 'EquipUn' on item 'USP-45' (#21997)
[12:23:52	]John Freeman is fully healed.
[12:23:58	]Ford Noyer entered observer.
[12:23:59	][LOOC] John Freeman: hayvan gibi fırtına var dışarda
[12:24:03	]Ford Noyer exited observer at their location.
[12:24:07	][LOOC] John Freeman: elektrik gideblir
[12:24:30	][IC] Albert Black: ?
[12:24:36	][IC] Albert Black: Evet.
[12:24:37	][LOOC] John Freeman: wonder benim elektrik gdebilir FIRTINA VAR
[12:24:38	][IC] Albert Black: Ne oldu?
[12:24:49	][IC] Albert Black: ?
[12:24:56	][IC] Albert Black: Yemek yiyeceğim.
[12:24:58	][IC] Albert Black: Geliyorum.
[12:25:07	][IC] C24:RCT.YELLO-76: <:: Sivil, ne-. ::>
[12:25:18	]Albert Black has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[12:25:30	]Albert Black ran 'take' on item 'Rasyon' (#22563)
[12:25:30	]Albert Black has gained a 'Rasyon' #22563.
[12:25:50	]John Freeman used command '/ActStand 3'.
[12:25:54	]Albert Black used command '/PM frank ayrıca bir tane daha sebep var ama sana meta konusunda güvenmediğimden söyleyemem'.
[12:26:06	]Albert Black ran 'Open' on item 'Rasyon' (#22563)
[12:26:06	]Albert Black has gained a 'Yapay Macun' #22564.
[12:26:08	]Albert Black ran 'Consume' on item 'Yapay Macun' (#22564)
[12:26:08	]Albert Black has gained a 'Boş Kavanoz' #22567.
[12:26:15	]Frank Dogan used command '/PM albert tamam söyleme'.
[12:26:16	]Albert Black ran 'Consume' on item 'Breen'in Suyu' (#22565)
[12:26:16	]Albert Black has gained a 'Boş Breen'in Suyu' #22568.
[12:26:17	]Albert Black ran 'take' on item '15 Kredi Kuponu' (#22566)
[12:26:19	]Albert Black ran 'Use' on item '15 Kredi Kuponu' (#22566)
[12:26:24	]John Freeman used command '/ExitAct'.
