[12:56:08	]Chogacz has connected.
[20:05:20	]Adrian Koko exited observer at their location.
[20:05:23	]Takajin Amano exited observer at their location.
[20:05:48	]John Veles has used a context menu option with the name: remove
[20:05:49	]John Veles has used a context menu option with the name: remove
[20:05:50	]John Veles has used a context menu option with the name: remove
[20:05:51	]John Veles has used a context menu option with the name: remove
[20:05:52	]John Veles has used a context menu option with the name: remove
[20:05:55	]Adrian Koko has given himself a cont_lock_t1.
[20:05:55	]Adrian Koko has gained a 'Kłódka' #976.
[20:05:58	]Adrian Koko ran 'Lock' on item 'Kłódka' (#976)
[20:06:01	]Adrian Koko has added a lock to a door. MapcreationID: 3830, vector position: '7215.000000 5063.000000 66.000000'
[20:06:11	]tomasz hedzik has unloaded their "Austin Adamczyk" character.
[20:06:15	]tomasz hedzik loaded the character 'Joanna Roszczyk'
[20:06:16	]John Veles has given himself a pos_terminal.
[20:06:16	]John Veles has gained a 'Terminal płatniczy' #977.
[20:06:17	]John Veles has spawned a pos_terminal.
[20:06:19	]Adrian Koko entered observer.
[20:06:21	]John Veles entered observer.
[20:06:25	]Adrian Koko exited observer at their location.
[20:06:27	]John Veles exited observer at their location.
[20:06:34	]John Veles has spawned a kasa.
[20:06:43	]John Veles ran 'take' on item 'Kasa' (#979)
[20:06:43	]John Veles has gained a 'Kasa' #979.
[20:06:45	]tomasz hedzik has unloaded their "Joanna Roszczyk" character.
[20:06:46	]John Veles ran 'Place' on item 'Kasa' (#979)
[20:06:49	]Adrian Koko has fired a toolgun with the name: sh_textadd
[20:06:50	]tomasz hedzik loaded the character 'Austin Adamczyk'
[20:06:51	]Takajin Amano entered observer.
[20:06:52	]Takajin Amano exited observer at their location.
[20:06:53	]John Veles created a 'Kasa' container.
[20:06:54	]John Veles opened the 'Kasa' #175 container.
[20:06:54	]Takajin Amano entered observer.
[20:06:56	]Adrian Koko has removed their last 3D text.
[20:06:56	]Takajin Amano exited observer at their location.
[20:06:57	]John Veles closed the 'Kasa' #175 container.
[20:06:58	]John Veles entered observer.
[20:06:59	]Adrian Koko has fired a toolgun with the name: sh_textadd
[20:06:59	]John Veles exited observer at their location.
[20:07:08	]Adrian Koko has removed their last 3D text.
[20:07:12	]Adrian Koko has fired a toolgun with the name: sh_textadd
[20:07:45	]Adrian Koko has used a context menu option with the name: remove
[20:07:57	]John Veles has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[20:08:00	]John Veles has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[20:08:04	]Adrian Koko entered observer.
[20:08:16	]Adrian Koko exited observer at their location.
[20:08:17	]Adrian Koko opened the 'Kasa' #175 container.
[20:08:17	][IC] John Veles: 15.20, karta czy gotówka?
[20:08:19	]Adrian Koko closed the 'Kasa' #175 container.
[20:08:22	]Adrian Koko has given himself a cont_lock_t1.
[20:08:22	]Adrian Koko has gained a 'Kłódka' #980.
[20:08:24	]Adrian Koko ran 'Lock' on item 'Kłódka' (#980)
[20:08:27	]Adrian Koko ran 'Lock' on item 'Kłódka' (#980)
[20:08:34	]John Veles opened the 'Kasa' #175 container.
[20:08:37	]John Veles closed the 'Kasa' #175 container.
[20:08:41	]Adrian Koko has set the 'Kasa' container (#175) to private, owned by 'character[31]'.
[20:08:41	]Adrian Koko has used a context menu option with the name: wncontainer_setprivate
[20:08:41	]John Veles entered observer.
[20:08:44	]Takajin Amano entered observer.
[20:08:48	]Adrian Koko has set the password of the 'Kasa' container (#175).
[20:08:48	]Adrian Koko has used a context menu option with the name: wncontainer_setpassword
[20:08:51	]John Veles exited observer at their location.
[20:08:59	]John Veles opened the 'Kasa' #175 container.
[20:09:02	]John Veles closed the 'Kasa' #175 container.
[20:09:05	]Takajin Amano exited observer at their location.
[20:09:17	]John Veles ran 'drop' on item 'Terminal płatniczy' (#977)
[20:09:17	]John Veles has lost a 'Terminal płatniczy' #977.
[20:09:19	]Austin Adamczyk ran 'take' on item 'Terminal płatniczy' (#977)
[20:09:19	]Austin Adamczyk has gained a 'Terminal płatniczy' #977.
[20:09:21	]Austin Adamczyk ran 'Bind' on item 'Terminal płatniczy' (#977)
[20:09:21	]Adrian Koko entered observer.
[20:09:22	]Adrian Koko exited observer at their location.
[20:09:25	]Takajin Amano entered observer.
[20:09:40	]Takajin Amano exited observer at their location.
[20:09:40	]Adrian Koko entered observer.
[20:09:42	]Austin Adamczyk ran 'RequestCredits' on item 'Terminal płatniczy' (#977)
[20:09:53	]John Veles has given himself a pos_terminal.
[20:09:53	]John Veles has gained a 'Terminal płatniczy' #981.
[20:09:55	]John Veles ran 'Bind' on item 'Terminal płatniczy' (#981)
[20:10:02	]Adrian Koko exited observer at their location.
[20:10:06	]John Veles ran 'RequestCredits' on item 'Terminal płatniczy' (#981)
[20:10:06	]Takajin Amano entered observer.
[20:10:08	]Takajin Amano exited observer at their location.
[20:10:10	]Takajin Amano entered observer.
[20:10:16	]Takajin Amano exited observer at their location.
[20:10:26	]Adrian Koko entered observer.
[20:10:28	]Adrian Koko exited observer at their location.
[20:10:32	]Takajin Amano ran 'take' on item 'Terminal płatniczy' (#978)
[20:10:32	]Takajin Amano has gained a 'Terminal płatniczy' #978.
[20:10:38	]Takajin Amano ran 'Bind' on item 'Terminal płatniczy' (#978)
[20:10:41	]Takajin Amano ran 'ShowLog' on item 'Terminal płatniczy' (#978)
[20:10:46	]Adrian Koko ran 'give' on item 'The Third Eye' (#363)
[20:10:46	]Takajin Amano has gained a level -3 short boost in Siła.
[20:10:46	]Takajin Amano has gained a level -3 short boost in Zręczność.
[20:10:46	]Takajin Amano has gained a level 6 short boost in Inteligencja.
[20:10:46	]Takajin Amano has gained a level 6 short boost in Percepcja.
[20:10:46	]Adrian Koko has gained a 'Strzykawka' #982.
[20:10:58	]Adrian Koko ran 'drop' on item 'Czajnik' (#685)
[20:10:58	]Adrian Koko has lost a 'Czajnik' #685.
[20:11:07	]Austin Adamczyk ran 'take' on item 'Czajnik' (#685)
[20:11:07	]Austin Adamczyk has gained a 'Czajnik' #685.
[20:11:15	]Austin Adamczyk ran 'drop' on item 'Czajnik' (#685)
[20:11:15	]Austin Adamczyk has lost a 'Czajnik' #685.
[20:11:23	]John Veles ran 'RequestCredits' on item 'Terminal płatniczy' (#981)
[20:11:33	]Adrian Koko ran 'take' on item 'Czajnik' (#685)
[20:11:33	]Adrian Koko has gained a 'Czajnik' #685.
[20:11:37	]Austin Adamczyk used command '/CharEditBodygroup austin'.
[20:11:45	]John Veles has given himself a medic_red.
[20:11:45	]John Veles has gained a 'Czerwona koszula medyka' #983.
[20:11:46	]Austin Adamczyk has changed Austin Adamczyk's bodygroups.
[20:11:47	]John Veles ran 'drop' on item 'Czerwona koszula medyka' (#983)
[20:11:47	]John Veles has lost a 'Czerwona koszula medyka' #983.
[20:11:51	]Austin Adamczyk used command '/CharEditBodygroup austin'.
[20:11:51	]John Veles ran 'take' on item 'Czerwona koszula medyka' (#983)
[20:11:51	]John Veles has gained a 'Czerwona koszula medyka' #983.
[20:11:56	]Austin Adamczyk has changed Austin Adamczyk's bodygroups.
[20:11:57	]Austin Adamczyk has changed Austin Adamczyk's bodygroups.
[20:12:02	]John Veles has spawned a musicradio2.
[20:12:07	]John Veles entered observer.
[20:12:08	]John Veles exited observer at their location.
[20:12:29	]John Veles ran 'Deploy' on item 'Radio Vintage' (#984)
[20:12:31	]Adrian Koko has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[20:12:34	]Adrian Koko has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[20:12:35	]Adrian Koko has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[20:12:38	]Adrian Koko has spawned 'models/props_junk/propane_tank001a.mdl'.
[20:12:48	]John Veles entered observer.
[20:12:48	]John Veles exited observer at their location.
[20:12:50	]Adrian Koko has used a context menu option with the name: ignite
[20:12:54	]Takajin Amano has taken 1 damage from entityflame.
[20:12:58	]Takajin Amano is fully healed.
[20:13:02	]Adrian Koko has used a context menu option with the name: ignite
[20:13:04	]John Veles entered observer.
[20:13:06	]John Veles exited observer at their location.
[20:13:12	]Austin Adamczyk has used a context menu option with the name: remove
[20:13:12	]Takajin Amano has taken 4 damage from entityflame.
[20:13:12	]Takajin Amano has taken 4 damage from entityflame.
[20:13:13	]Takajin Amano is fully healed.
[20:13:14	]John Veles has used a context menu option with the name: remove
[20:13:21	]John Veles entered observer.
[20:13:30	]John Veles exited observer at their location.
[20:13:43	]Adrian Koko has spawned 'models/props_lab/blastdoor001c.mdl'.
[20:13:55	]Adrian Koko has fired a toolgun with the name: material
[20:14:07	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:08	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:09	]Adrian Koko has fired a toolgun with the name: material
[20:14:09	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:11	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:12	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:13	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:14	][IC] John Veles: Chłopaki, przynieście narzędzia do wycinania organów!
[20:14:19	][IC] John Veles: Strider!
[20:14:20	][IC] Austin Adamczyk: Help 2.
[20:14:22	][IC] Austin Adamczyk: Pomocy!
[20:14:23	][IC] John Veles: Help1.
[20:14:24	]Adrian Koko has fired a toolgun with the name: material
[20:14:25	][IC] John Veles: Help.
[20:14:26	]Adrian Koko has fired a toolgun with the name: material
[20:14:28	][IC] Austin Adamczyk: Help me.
[20:14:29	]Adrian Koko has fired a toolgun with the name: material
[20:14:32	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:32	]Adrian Koko entered observer.
[20:14:37	]Takajin Amano has spawned 'models/props_unique/wooden_barricade.mdl'.
[20:14:38	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:14:42	]John Veles entered observer.
[20:14:44	]Takajin Amano entered observer.
[20:14:53	]Adrian Koko ran SAM command 'bring' with arguments: 'tak'
[20:14:55	]Takajin Amano exited observer at their location.
[20:14:59	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:15:13	]Takajin Amano entered observer.
[20:15:19	]Takajin Amano exited observer at their location.
[20:15:24	]Takajin Amano entered observer.
[20:15:25	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:15:31	]John Veles exited observer at their location.
[20:15:31	]Takajin Amano exited observer at their location.
[20:15:37	]Adrian Koko exited observer at their location.
[20:15:53	]Takajin Amano entered observer.
[20:15:53	]Takajin Amano exited observer at their location.
[20:15:54	]Takajin Amano entered observer.
[20:15:55	]Takajin Amano exited observer at their location.
[20:15:56	]Takajin Amano has spawned 'models/props/de_venice/palace_capital_a/palace_capital_a.mdl'.
[20:15:57	]John Veles has spawned 'models/willardnetworks/props/posterminal.mdl'.
[20:16:01	]Takajin Amano entered observer.
[20:16:02	]John Veles entered observer.
[20:16:02	]Adrian Koko has spawned 'models/props_c17/FurnitureToilet001a.mdl'.
[20:16:04	]Adrian Koko has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[20:16:04	]Takajin Amano has spawned 'models/deadbodies/bodies96_b.mdl'.
[20:16:05	]John Veles exited observer at their location.
[20:16:06	]Adrian Koko has spawned 'models/props_c17/FurnitureToilet001a.mdl'.
[20:16:06	]Takajin Amano has spawned 'models/deadbodies/bodies_oval_192.mdl'.
[20:16:10	]Takajin Amano exited observer at their location.
[20:16:14	]Adrian Koko has spawned 'models/props_c17/shelfunit01a.mdl'.
[20:16:16	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:16:16	]John Veles entered observer.
[20:16:18	]Adrian Koko entered observer.
[20:16:19	]Adrian Koko exited observer at their location.
[20:16:22	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:16:25	]Adrian Koko has spawned 'models/props_c17/shelfunit01a.mdl'.
[20:16:26	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:16:26	]Adrian Koko entered observer.
[20:16:28	]John Veles exited observer at their location.
[20:16:28	]Adrian Koko exited observer at their location.
[20:16:33	]Takajin Amano entered observer.
[20:16:35	]Takajin Amano exited observer at their location.
[20:16:36	]John Veles has fired a toolgun with the name: advdupe2
[20:16:36	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:16:47	]Takajin Amano entered observer.
[20:16:48	]Takajin Amano exited observer at their location.
[20:16:59	]John Veles has fired a toolgun with the name: advdupe2
[20:16:59	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:04	]John Veles has fired a toolgun with the name: advdupe2
[20:17:04	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:10	]John Veles has fired a toolgun with the name: advdupe2
[20:17:10	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:13	]John Veles has fired a toolgun with the name: advdupe2
[20:17:13	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:16	]John Veles has fired a toolgun with the name: advdupe2
[20:17:16	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:20	]John Veles has fired a toolgun with the name: advdupe2
[20:17:20	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:22	]John Veles has fired a toolgun with the name: advdupe2
[20:17:22	]John Veles has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[20:17:29	]Takajin Amano has spawned 'models/c24_interior/c24_warehousedetail.mdl'.
[20:17:35	]Adrian Koko has fired a toolgun with the name: duplicator
[20:17:35	]Adrian Koko has spawned 'models/props_junk/cardboard_box003a.mdl'.
[20:17:35	]Adrian Koko has spawned 'models/props_junk/cardboard_box003a.mdl'.
[20:17:35	]Adrian Koko has spawned 'models/props_junk/cardboard_box001a.mdl'.
[20:17:35	]Adrian Koko has spawned 'models/props_junk/pushcart01a.mdl'.
[20:17:40	]Takajin Amano entered observer.
[20:17:41	]John Veles entered observer.
[20:17:43	]Takajin Amano exited observer at their location.
[20:17:44	]John Veles exited observer at their location.
[20:17:53	]John Veles has fired a toolgun with the name: material
[20:17:54	]John Veles has fired a toolgun with the name: material
[20:17:54	]John Veles has fired a toolgun with the name: material
[20:17:55	]John Veles has fired a toolgun with the name: material
[20:17:55	]Adrian Koko has fired a toolgun with the name: duplicator
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/plasticcrate01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]Adrian Koko has spawned 'models/props_junk/popcan01a.mdl'.
[20:17:55	]John Veles has fired a toolgun with the name: material
[20:17:56	]John Veles has fired a toolgun with the name: material
[20:17:57	]John Veles has fired a toolgun with the name: material
[20:17:57	]John Veles has fired a toolgun with the name: material
[20:17:58	]John Veles has fired a toolgun with the name: material
[20:17:58	]John Veles has fired a toolgun with the name: material
[20:18:01	]Takajin Amano used command '/RemoveDrugEffects ^'.
[20:18:20	]John Veles has spawned a cca_legs_presenter.
[20:18:22	]John Veles has used a context menu option with the name: remove
[20:18:32	]John Veles has spawned a plaid_red.
[20:18:34	]Takajin Amano ran 'drop' on item 'Terminal płatniczy' (#978)
[20:18:34	]Takajin Amano has lost a 'Terminal płatniczy' #978.
[20:18:35	]John Veles has used a context menu option with the name: remove
[20:18:36	]Takajin Amano has used a context menu option with the name: rb655_dissolve
[20:18:38	]env_entity_dissolver destroyed a 'Terminal płatniczy' #978.
[20:18:43	]Takajin Amano ran 'drop' on item 'Small Trash Bin' (#944)
[20:18:43	]Takajin Amano has lost a 'Small Trash Bin' #944.
[20:18:47	]John Veles has spawned a cca_mulligan.
[20:18:48	]John Veles has used a context menu option with the name: remove
[20:18:54	]Takajin Amano has used a context menu option with the name: rb655_dissolve
[20:18:56	]env_entity_dissolver destroyed a 'Small Trash Bin' #944.
[20:19:01	]John Veles has spawned a cca_collector.
[20:19:03	]John Veles entered observer.
[20:19:06	]Takajin Amano has given himself a cigarette.
[20:19:06	]Takajin Amano has gained a 'Papieros' #989.
[20:19:07	]Takajin Amano ran 'smoke' on item 'Papieros' (#989)
[20:19:09	]John Veles has spawned a cca_jade.
[20:19:11	]John Veles has used a context menu option with the name: remove
[20:19:12	]John Veles has spawned a cca_indigo.
[20:19:13	][IC] Austin Adamczyk: Hej.
[20:19:23	]John Veles has spawned a cca_vanilla.
[20:19:39	]John Veles has spawned a cca_elephant.
[20:19:43	]John Veles has spawned a cca_realist.
[20:19:44	]Takajin Amano ran 'Equip' on item 'Nóż kuchenny' (#937)
[20:19:57	][IC] Austin Adamczyk: Hej.
[20:19:59	]John Veles has spawned a cca_presenter.
[20:20:04	][IC] Austin Adamczyk: Nie możesz palić w tym budynku. Możesz wyjść na zewnątrz?
[20:20:06	]John Veles exited observer at their location.
[20:20:15	]John Veles has spawned a cca_coat_devil.
[20:20:17	]John Veles has used a context menu option with the name: remove
[20:20:29	][IC] Austin Adamczyk: Jestem właścicielem i rozkazuje Ci opuścić te lokum.
[20:20:40	][IC] Austin Adamczyk: ACH TAK?
[20:20:46	]John Veles entered observer.
[20:20:47	][IC] Austin Adamczyk: CPki!
[20:20:53	][IC] Austin Adamczyk: Civil Protection!
[20:20:59	]Takajin Amano has critically hit Austin Adamczyk dealing 17 damage (CritChance was 0.80).
[20:20:59	]Austin Adamczyk has taken 17 damage from Takajin Amano.
[20:21:02	][IC] Austin Adamczyk: Ow!
[20:21:04	][IC] Austin Adamczyk: Ugh!
[20:21:06	][IC] Austin Adamczyk: Ugh!
[20:21:06	]John Veles has spawned 'models/hunter/blocks/cube025x2x025.mdl'.
[20:21:09	][IC] Austin Adamczyk: Pomocy!
[20:21:12	]John Veles has used a context menu option with the name: remove
[20:21:14	]John Veles has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:14	]Austin Adamczyk used command '/ActInjured'.
[20:21:17	]John Veles has spawned 'models/hunter/blocks/cube025x3x025.mdl'.
[20:21:23	][ME] Austin Adamczyk: leży rozjebany jak stary po piwie
[20:21:29	]Adrian Koko has fired a toolgun with the name: duplicator
[20:21:29	]Adrian Koko has spawned 'models/props_mvm/mvm_museum_case.mdl'.
[20:21:32	][IC] Takajin Amano: Oghhh.
[20:21:33	]John Veles exited observer at their location.
[20:21:35	][IC] Austin Adamczyk: Ugh!
[20:21:36	]John Veles has fired a toolgun with the name: material
[20:21:37	][IC] Austin Adamczyk: Ugh!
[20:21:38	][IC] Austin Adamczyk: Ow!
[20:21:39	][IC] Austin Adamczyk: Agh!
[20:21:48	]John Veles entered observer.
[20:21:49	]Austin Adamczyk used command '/ExitAct'.
[20:21:51	]Takajin Amano used command '/ForceCharFallover adamczyk 1'.
[20:21:55	]Takajin Amano used command '/ForceCharFallover adamczyk 1'.
[20:21:56	][IC] Austin Adamczyk: Hej.
[20:21:57	]John Veles exited observer at their location.
[20:21:58	][IC] Austin Adamczyk: Hej.
[20:21:59	][IC] Austin Adamczyk: Hej.
[20:21:59	]Takajin Amano used command '/ForceCharFallover adamczyk 1'.
[20:22:00	][IC] Austin Adamczyk: Hej.
[20:22:00	]Adrian Koko entered observer.
[20:22:02	]Austin Adamczyk used command '/CharGetUp'.
[20:22:02	]Austin Adamczyk used command '/CharGetUp'.
[20:22:03	]Takajin Amano used command '/ForceCharFallover adamczyk 30'.
[20:22:04	]Austin Adamczyk used command '/CharGetUp'.
[20:22:05	]Austin Adamczyk used command '/CharGetUp'.
[20:22:05	]Austin Adamczyk used command '/CharGetUp'.
[20:22:06	]Austin Adamczyk used command '/CharGetUp'.
[20:22:07	][IC] Austin Adamczyk: Pomocy!
[20:22:08	]John Veles has used a context menu option with the name: remove
[20:22:08	]Austin Adamczyk used command '/CharGetUp'.
[20:22:09	]Austin Adamczyk used command '/CharGetUp'.
[20:22:09	]John Veles entered observer.
[20:22:09	]Austin Adamczyk used command '/CharGetUp'.
[20:22:10	]Austin Adamczyk used command '/CharGetUp'.
[20:22:11	]Austin Adamczyk used command '/CharGetUp'.
[20:22:11	]John Veles exited observer at their location.
[20:22:12	]Austin Adamczyk used command '/CharGetUp'.
[20:22:13	]John Veles entered observer.
[20:22:15	]John Veles exited observer at their location.
[20:22:16	][IC] Austin Adamczyk: Pomocy!
[20:22:22	]Takajin Amano has given himself a lighter.
[20:22:22	]Takajin Amano has gained a 'Plastikowa zapalniczka' #997.
[20:22:26	]John Veles entered observer.
[20:22:26	]Takajin Amano ran 'light' on item 'Plastikowa zapalniczka' (#997)
[20:22:38	]Adrian Koko exited observer at their location.
[20:22:38	]Adrian Koko entered observer.
[20:22:39	]John Veles exited observer at their location.
[20:22:40	]Adrian Koko exited observer at their location.
[20:22:44	]John Veles has spawned a cca_legs_elephant.
[20:22:51	]John Veles has spawned a cca_legs_realist.
[20:22:52	]Austin Adamczyk ran SAM command 'hp' with arguments: 'austin' '100'
[20:22:55	]John Veles has spawned a cca_legs_presenter.
[20:22:55	]Austin Adamczyk is fully healed.
[20:22:59	]John Veles has spawned a cca_legs_vanilla.
[20:23:01	]Adrian Koko has spawned a shoes_heels.
[20:23:04	]John Veles has spawned a cca_legs_indigo.
[20:23:07	]Adrian Koko has used a context menu option with the name: remove
[20:23:09	]Adrian Koko has spawned a shoes_black_shoes.
[20:23:12	]John Veles has spawned a cca_legs_collector.
[20:23:25	]Takajin Amano used command '/SetApartmentDoor Frog Shop'.
[20:23:27	]Adrian Koko has spawned a shoes_heels.
[20:23:29	]John Veles entered observer.
[20:23:30	]Takajin Amano entered observer.
[20:23:32	]Takajin Amano exited observer at their location.
[20:23:35	]John Veles has spawned a cca_goose.
[20:23:37	]Adrian Koko has spawned a shoes_brown_shoes.
[20:23:40	]John Veles exited observer at their location.
[20:23:41	]John Veles entered observer.
[20:23:43	]Takajin Amano used command '/RemoveApartmentDoor'.
[20:23:44	]John Veles exited observer at their location.
[20:23:50	]John Veles entered observer.
[20:23:51	]John Veles exited observer at their location.
[20:23:53	]John Veles entered observer.
[20:23:55	]Takajin Amano used command '/ShowAllApartments'.
[20:23:55	]John Veles exited observer at their location.
[20:23:57	]John Veles entered observer.
[20:23:57	]John Veles exited observer at their location.
[20:23:58	]Adrian Koko has spawned a glasses.
[20:23:59	]John Veles entered observer.
[20:24:02	]Adrian Koko has used a context menu option with the name: remove
[20:24:04	]John Veles has spawned a cca_coat_overseer.
[20:24:07	]Adrian Koko has spawned a hands_tipless_gloves.
[20:24:09	]Adrian Koko has spawned a hands_gloves.
[20:24:11	]Adrian Koko has used a context menu option with the name: remove
[20:24:13	]Adrian Koko has used a context menu option with the name: remove
[20:24:16	]Adrian Koko entered observer.
[20:24:16	]Takajin Amano used command '/SetApartmentDoor Sklep z ubraniami Rewolucja Stylu'.
[20:24:19	]John Veles has used a context menu option with the name: remove
[20:24:22	]John Veles has spawned a cca_candyfloss.
[20:24:25	]John Veles has used a context menu option with the name: remove
[20:24:27	]Takajin Amano used command '/RemoveApartmentDoor'.
[20:24:31	]John Veles has spawned a cca_coat_burgundy.
[20:24:37	]John Veles exited observer at their location.
[20:24:47	]John Veles entered observer.
[20:24:51	]Takajin Amano used command '/ShowAllApartments'.
[20:24:52	]John Veles has spawned 'models/props_junk/cardboard_box001a.mdl'.
[20:24:54	]John Veles has used a context menu option with the name: remove
[20:24:55	]John Veles has spawned 'models/props_junk/cardboard_box004a.mdl'.
[20:24:58	]John Veles has used a context menu option with the name: remove
[20:24:59	]John Veles has spawned 'models/props_junk/cardboard_box003b.mdl'.
[20:25:01	]John Veles has used a context menu option with the name: remove
[20:25:02	]John Veles has spawned 'models/props_junk/cardboard_box004a_gib01.mdl'.
[20:25:04	]John Veles has used a context menu option with the name: remove
[20:25:07	]Takajin Amano used command '/SetApartmentDoor Sklep z ubraniami  ewolucja '.
[20:25:13	]John Veles has spawned 'models/props/cs_assault/dryer_box.mdl'.
[20:25:17	]John Veles has used a context menu option with the name: remove
[20:25:19	]Takajin Amano used command '/RemoveApartment'.
[20:25:22	]John Veles has spawned 'models/props/cs_office/cardboard_box03.mdl'.
[20:25:23	]Takajin Amano used command '/RemoveApartment ewolucja'.
[20:25:26	]Takajin Amano used command '/RemoveApartmentDoor'.
[20:25:30	]Takajin Amano used command '/ShowAllApartments'.
[20:25:33	]John Veles has spawned 'models/props/de_nuke/nuclearcontainerboxclosed.mdl'.
[20:25:44	]Austin Adamczyk ran 'Open' on item 'CWU PDA' (#913)
[20:25:46	]John Veles has spawned 'models/props/cs_office/cardboard_box03.mdl'.
[20:25:49	]John Veles has spawned 'models/props/cs_assault/dryer_box.mdl'.
[20:25:50	][IC] Austin Adamczyk: No.
[20:25:51	][IC] Austin Adamczyk: Bi2'.
[20:25:52	]John Veles has spawned 'models/props/cs_office/cardboard_box03.mdl'.
[20:25:52	][IC] Austin Adamczyk: No2.
[20:26:02	]John Veles has spawned 'models/props/cs_office/cardboard_box02.mdl'.
[20:26:04	]John Veles has spawned 'models/props/cs_office/cardboard_box01.mdl'.
[20:26:07	]John Veles exited observer at their location.
[20:26:34	]John Veles has spawned a shoes_grey.
[20:26:36	]John Veles entered observer.
[20:26:43	]John Veles has spawned a shoes_blue_shoes.
[20:26:44	]Takajin Amano entered observer.
[20:26:45	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:26:47	]Takajin Amano exited observer at their location.
[20:26:48	]John Veles has spawned a shoes_red.
[20:26:48	]Austin Adamczyk ran SAM command 'noclip' with arguments: ''
[20:26:50	]John Veles exited observer at their location.
[20:26:56	]John Veles entered observer.
[20:27:01	]John Veles exited observer at their location.
[20:27:09	]John Veles has used a context menu option with the name: remove
[20:27:16	]John Veles has spawned 'models/props_interiors/Furniture_shelf01a.mdl'.
[20:27:30	]John Veles has fired a toolgun with the name: material
[20:27:33	]Austin Adamczyk used command '/ShowAllApartments'.
[20:27:34	]Adrian Koko has used a context menu option with the name: remove
[20:27:38	]Adrian Koko has used a context menu option with the name: remove
[20:27:39	]Adrian Koko has used a context menu option with the name: remove
[20:27:39	]Takajin Amano entered observer.
[20:27:41	]John Veles has spawned a fedora_white.
[20:27:41	]Adrian Koko has used a context menu option with the name: remove
[20:27:42	]Takajin Amano exited observer at their location.
[20:27:42	]Takajin Amano entered observer.
[20:27:42	]Adrian Koko has used a context menu option with the name: remove
[20:27:44	]Takajin Amano exited observer at their location.
[20:27:45	]John Veles has spawned a fedora_brown.
[20:27:47	]Adrian Koko exited observer at their location.
[20:27:49	]John Veles has spawned a head_fedora.
[20:27:53	]Adrian Koko has spawned 'models/props_wasteland/laundry_dryer002.mdl'.
[20:27:54	]John Veles has used a context menu option with the name: remove
[20:27:54	]Takajin Amano ran 'EquipUn' on item 'USP-45' (#876)
[20:27:54	]Takajin Amano has gained a 'Magazynek do USP 17rnd' #878.
